5e432220-8991-11e6-ac16-6945cf2d3541,p_500315456,1,1476686549844
ddfd8b10-9434-11e6-b081-b792acbf679e,p_504922691,1,1476686550002
4ff13ca0-3525-11e5-bde8-97d04bccfc9b,p_500905401,1,1476686550033
dfff0060-9434-11e6-b916-0fd2eb2adb51,p_500416355,1,1476686550097
61d13690-9434-11e6-b916-0fd2eb2adb51,p_500788138,1,1476686550131
e9139050-8ebf-11e6-8830-ada189dc6a0b,p_501029955,1,1476686550171
654c3060-5f81-11e5-a75e-93695a9ddc37,p_501069338,1,1476686550200
18235dc0-9434-11e6-aff6-8d2c7b2df9cc,p_501071382,1,1476686550221
ddfd8b10-9434-11e6-b081-b792acbf679e,p_504922629,1,1476686550249
e3eb9100-20be-11e6-aebd-a18bc0b743fe,p_500904296,1,1476686550448
610151c0-8eb5-11e6-a793-2175ae304da6,p_500791571,1,1476686550529
888d66b0-9433-11e6-8bd1-4b9332101b37,p_500792624,1,1476686550663
5bdb2250-355c-11e6-8d02-a3a7c466325a,p_500786423,1,1476686551014
92160ff0-9205-11e6-a8cd-57bae165341f,p_500075977,1,1476686551029
ae861960-3229-11e5-8181-95f9b990c364,p_501197848,1,1476686551114
1c59c660-9432-11e6-9ba3-dd46b0e04be0,p_500304810,1,1476686551139
1fc0ada0-7886-11e5-ba6d-979ca1cd62a6,p_500995626,1,1476686551187
3f0e41c0-526d-11e5-b44c-ffbf197d3ead,p_501043770,1,1476686551201
730fb880-3564-11e5-8f57-71cdd11be7ce,p_500138752,1,1476686551311
30b4b8a0-8b30-11e6-b296-e9be849631cd,p_500791732,1,1476686551331
e0f28820-9434-11e6-9367-ab4c30743a15,p_502074131,1,1476686551551
d27e6d90-9434-11e6-9c1e-d77bdaabf84e,p_501662210,1,1476686551587
80a64790-9434-11e6-8ba9-c3efd0092b5a,p_501069878,1,1476686551655
291f2370-2694-11e5-b08e-d70ac29e4f6c,p_501023281,1,1476686551669
92adfd90-557c-11e5-84bb-c9e5c9c71b26,p_503636517,1,1476686551682
3a074690-2086-11e5-a3f5-9f26b6a7015d,p_500994309,1,1476686551777
48cb44b0-9434-11e6-8930-9be839329fe4,p_504596227,1,1476686551801
b75ca750-9215-11e6-8825-b3253bd4e085,p_500063606,1,1476686551864
db979980-9432-11e6-aff6-8d2c7b2df9cc,p_500813155,1,1476686551970
3eb299c0-85f6-11e6-8cf6-4d25df5a6350,p_500797296,1,1476686551975
7f7bf700-5b75-11e5-b28d-4988e6377a29,p_502042579,1,1476686552001
7d842a30-2f79-11e5-8c6f-b38bd8072faa,p_501003942,1,1476686552032
95b9e840-f320-11e5-918a-b56092dc9c48,p_500910983,1,1476686552033
b9caec80-92f7-11e6-90ab-0104008c7651,p_501069335,1,1476686552038
87203480-701f-11e5-898d-89909dc05ef2,p_504638591,1,1476686552089
e12b2450-9434-11e6-8dc6-1d50bbb09c08,p_500939648,1,1476686552139
4fa2ea00-1cc5-11e5-b68e-45e83a5ee531,p_501002256,1,1476686552228
52779760-7c08-11e5-96b9-f3f0ea703d33,p_500067550,1,1476686552303
ae7aade0-1c13-11e5-b56a-73579490ac14,p_501001678,1,1476686552303
11e48ce0-9434-11e6-9c1e-d77bdaabf84e,p_501023208,1,1476686552373
8d89b700-2aec-11e6-9230-6f58dbd0db98,p_503349926,1,1476686552405
c2a2fc20-9055-11e6-aeab-b19e284215b7,p_502328733,1,1476686552427
8eba67d0-9434-11e6-b5c3-c1f234b8f4b9,p_501747514,1,1476686552427
6fd32230-1f0a-11e5-a195-eb206ad25ab4,p_501040949,1,1476686552485
19a2eb30-33db-11e5-b0d6-bda8b78bf85e,p_501058458,1,1476686552534
aa813e20-593e-11e6-bd38-5186ebc26976,p_500994050,1,1476686552646
4b5e1e20-1f67-11e5-a33b-d701386a1c57,p_500427866,1,1476686552681
ddfd8b10-9434-11e6-b081-b792acbf679e,p_504922593,1,1476686552915
a997b1c0-9434-11e6-87ef-47bf53cb75d3,p_502775704,1,1476686553166
e22514b0-9434-11e6-a459-f312ecb991ba,p_501069357,1,1476686553650
22ff9b70-918a-11e6-8b79-b59d60b5fdc6,p_500808937,1,1476686553683
3f6a8fd0-9433-11e6-99fd-d3bac9a8618a,p_501318735,1,1476686553684
e4a0adf0-9432-11e6-ab21-5f164ecce83c,p_500811514,1,1476686553734
7a5e7d80-5547-11e5-84bb-c9e5c9c71b26,p_324484826,1,1476686553780
3144ef90-d7d7-11e5-82f9-2d314d9935fb,p_501141621,1,1476686553809
e21d4c80-9434-11e6-b0b3-87aa4aa90bac,p_501055039,1,1476686553826
c84b3fa0-1dbc-11e5-b0a9-7159cce7df0f,p_500649668,1,1476686553974
435b0060-2a26-11e6-9230-6f58dbd0db98,p_501071327,1,1476686554213
11b50b60-2ea4-11e5-a006-59324c919af8,p_502141871,1,1476686554216
4b9ab210-9368-11e6-a1e0-d517020638ed,p_501048512,1,1476686554268
de826bf0-2d24-11e5-a464-5b39f0d5e8f3,p_501056647,50,1476686554309
555a1660-36c6-11e5-bdc4-edab4d608a5f,p_500543266,1,1476686554426
e2b7ded0-9434-11e6-9c1e-d77bdaabf84e,p_500775392,1,1476686554574
84691bf0-9434-11e6-83ea-ffae5bfbb3a3,p_500795615,1,1476686554867
3dec1670-9220-11e6-b2c4-a11b180a1838,p_500773462,1,1476686554956
1a2af6d0-7375-11e6-9286-5541e6a00dc6,p_501005608,1,1476686554969
e5944cb0-8e53-11e6-b23f-a78c15c85e2c,p_500776639,1,1476686555060
2bb289b0-9434-11e6-b916-0fd2eb2adb51,p_501318817,1,1476686555070
6307e1d0-9434-11e6-aff6-8d2c7b2df9cc,p_501071024,1,1476686555132
bad7bc80-139e-11e6-a5e8-b729d282741e,p_500813316,1,1476686555162
d851d270-9434-11e6-b916-0fd2eb2adb51,p_504030451,1,1476686555185
4f71ce30-97a3-11e5-8369-1ba1bb746bf9,p_501069402,1,1476686555256
b2b57170-2ed7-11e5-a117-4710ee663688,p_500785979,1,1476686555541
64433270-8fca-11e6-b745-01d5a1c3f4fc,p_500669458,1,1476686555646
d3d0ef10-7009-11e5-8cff-6fe06600086e,p_501058460,1,1476686555833
391ddc60-13b7-11e6-81c7-f30230efbca1,p_501029929,1,1476686555842
643c4320-9434-11e6-aeaf-d535332c1988,p_501574319,1,1476686555953
083610b0-9434-11e6-a76a-bb63fafa110d,p_500773585,1,1476686555984
b4959c30-77f7-11e6-8f66-2ddfa516f406,p_500395219,1,1476686556020
8d9e5530-2619-11e5-84cf-7345156bf45a,p_500797360,1,1476686556044
e8425470-5947-11e6-a03d-dfd8a4683806,p_500169742,1,1476686556265
63b2e8c0-c408-11e5-8763-cbb5602e410c,p_500976183,1,1476686556404
4751c6c0-3857-11e5-9bb2-c16b3b3f1c1a,p_500812702,1,1476686556518
165ebfd0-9433-11e6-99fd-d3bac9a8618a,p_500720653,1,1476686556616
77cef630-35d0-11e5-b176-ffd38ce39746,p_500810012,1,1476686556674
5e2d7220-5541-11e5-84bb-c9e5c9c71b26,p_501069333,1,1476686556687
01f054e0-8ef8-11e6-b5db-0dbafdc4350e,p_500772381,1,1476686556795
69552de0-93c1-11e6-87ef-47bf53cb75d3,p_503371380,1,1476686556868
162c46b0-91d9-11e6-ae58-abb72e20cfd0,p_501067476,1,1476686557107
b50581b0-67b4-11e6-8430-21c333855bee,p_500994048,1,1476686557235
6444e110-35d5-11e5-a17b-71d885b4a5b5,p_503421358,1,1476686557358
e453b480-9434-11e6-b081-b792acbf679e,p_500502011,1,1476686557394
1bfae100-8df1-11e6-baef-39446ebda000,p_500332544,1,1476686557421
fd094570-93d1-11e6-a5f6-d7999bb0b674,p_500911741,1,1476686557452
9a7cadf0-5cbf-11e6-b747-155abf564023,p_504761788,1,1476686557478
88efb4e0-8ac5-11e6-b5ca-7ff4af56761e,p_502805169,1,1476686557627
617497c0-2205-11e5-a3f5-9f26b6a7015d,p_501072175,1,1476686557670
557f86d0-9434-11e6-9367-ab4c30743a15,p_500785606,1,1476686557758
972148d0-9434-11e6-960c-b148bf5279b2,p_500601710,1,1476686557762
9a2268a0-1d9f-11e5-9585-fddf3e747252,p_500912038,1,1476686557818
9a2268a0-1d9f-11e5-9585-fddf3e747252,p_500912038,1,1476687768676
9a2268a0-1d9f-11e5-9585-fddf3e747252,p_500912038,1,1476686557818